packageA,packageB,CODE-DEPENDENCY,CO-DEPENDENCY,CATEGORY
org.odpi.openmetadata.adapters.connectors.integration.openapis,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.surveyaction.handlers,org.odpi.openmetadata.frameworkservices.omf.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.gaf.admin,org.odpi.openmetadata.frameworkservices.gaf.listener,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.communitymatters.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.apis,org.odpi.openmetadata.contentpacks.core.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.jacquard.productcatalog,org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets.referencedata,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.search,org.odpi.openmetadata.viewservices.validmetadata.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.solutionarchitect.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.integration.iterator,org.odpi.openmetadata.frameworks.openmetadata.properties.externalidentifiers,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.jdbc,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.repositorygovernance.connector,org.odpi.openmetadata.frameworks.openmetadata.refdata,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,org.odpi.openmetadata.samples.archiveutilities.businesssystems,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.kafkaaudit,org.odpi.openmetadata.adapters.repositoryservices.auditlogstore.file,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.samples.archiveutilities.governanceprogram,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.samples.archiveutilities.clinicaltrialtemplates,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.files,org.odpi.openmetadata.samples.archiveutilities.combo,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.governanceofficer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.samples.archiveutilities.sustainability,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.utilities.serverconfig,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.externallinks.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.organizationinsight,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.surveyaction.handlers,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.apachekafka,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.kafkaaudit,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.jacquard,org.odpi.openmetadata.frameworks.connectors.tabulardatasets,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.omrstopic,org.odpi.openmetadata.serveroperations.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.glossarymanager.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.datastore.datafolder,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.datastore.datafolder,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.admin,org.odpi.openmetadata.frameworkservices.omf.listener,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.datamanager.fvt.databases,org.odpi.openmetadata.frameworks.openmetadata.properties.assets,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.governance,org.odpi.openmetadata.viewservices.notificationmanager.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.baudot,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.apis,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.resource,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.wedgwood,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.resource,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.jacquard.productcatalog,org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets.validmetadatavalues,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.integration,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.locationarena.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.contentpacks.core.organizationinsight,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes,org.odpi.openmetadata.frameworkservices.gaf.converters,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.securityofficer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.productmanager.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.admin,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration,org.odpi.openmetadata.contentpacks.core.apacheatlas,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.files,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.privacyofficer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.schema.apis,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.resources,org.odpi.openmetadata.viewservices.classificationexplorer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.metadataexpert.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.repositorygovernance.handlers,org.odpi.openmetadata.engineservices.repositorygovernance.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.conformance.server,org.odpi.openmetadata.repositoryservices.connectors.omrstopic,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.files,org.odpi.openmetadata.samples.archiveutilities.governanceengines,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.surveyaction.surveyfile,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.apis,org.odpi.openmetadata.contentpacks.core.egeria,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.surveyaction.surveyfile,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestopenmetadata,org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestopenmetadata.schema,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.files,org.odpi.openmetadata.contentpacks.core.unitycatalog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.postgres.catalog,org.odpi.openmetadata.contentpacks.core.postgres,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.metadataelements,org.odpi.openmetadata.frameworkservices.omf.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors.properties.beans,org.odpi.openmetadata.frameworkservices.gaf.handlers,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.eventbus.topic.kafka,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.frameworks.openmetadata.enums,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.eventbus.topic.kafka,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.api,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.gaf.server,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.baudot,org.odpi.openmetadata.frameworks.openmetadata.search,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.frameworks.connectors.properties.beans,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.refdata,org.odpi.openmetadata.governanceservers.enginehostservices.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.openlineage,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.governanceaction.handlers,org.odpi.openmetadata.frameworkservices.omf.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.contentpacks.core.openlineage,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,org.odpi.openmetadata.samples.archiveutilities.governanceprogram,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.egeria,org.odpi.openmetadata.samples.archiveutilities.combo,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,org.odpi.openmetadata.samples.archiveutilities.clinicaltrialtemplates,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.admin,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.surveyaction.surveycsv,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,org.odpi.openmetadata.samples.archiveutilities.sustainability,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.surveyaction.surveycsv,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.productcatalog.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.validmetadata.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.postgres,org.odpi.openmetadata.samples.archiveutilities.combo,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.governanceactions.verification,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.subjectarea.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.datastore.csvfile,org.odpi.openmetadata.engineservices.surveyaction.handlers,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.contentpacks.core.postgres,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.baudot,org.odpi.openmetadata.frameworks.opengovernance.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.survey,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.files,org.odpi.openmetadata.samples.archiveutilities.businesssystems,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.conformance.workbenches.platform,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.survey,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.watchdogaction.handlers,org.odpi.openmetadata.engineservices.watchdogaction.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.samples.archiveutilities.combo,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.survey,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.devopspipeline.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.unitycatalog.provision,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.unitycatalog.provision,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.datadiscovery.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.egeria,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.governanceaction.handlers,org.odpi.openmetadata.engineservices.governanceaction.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.governanceaction.handlers,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.locations,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets.referencedata,org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets.validmetadatavalues,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.security,org.odpi.openmetadata.viewservices.classificationexplorer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.egeria,org.odpi.openmetadata.samples.archiveutilities.governanceengines,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.datadesigner.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.integration,org.odpi.openmetadata.contentpacks.core.apachekafka,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.digitalbusiness.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.serveroperations.client.rest,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.peopleorganizer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.postgres,org.odpi.openmetadata.samples.archiveutilities.governanceengines,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.projectmanager.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.unitycatalog,org.odpi.openmetadata.samples.archiveutilities.combo,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.referencedata.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.survey,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.control,org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.kafkaaudit,org.odpi.openmetadata.adapters.repositoryservices.auditlogstore.postgres,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets,org.odpi.openmetadata.frameworkservices.omf.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.frameworkservices.gaf.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.organizationinsight.karmapoints,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.actors,org.odpi.openmetadata.viewservices.peopleorganizer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.unitycatalog.resource,org.odpi.openmetadata.contentpacks.core.unitycatalog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.contentpacks.core.files,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.samples.archiveutilities.governanceengines,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.lineage,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors.properties.beans,org.odpi.openmetadata.serveroperations.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.implementations,org.odpi.openmetadata.viewservices.governanceofficer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,org.odpi.openmetadata.contentpacks.core.apacheatlas,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.reports.surveyreport,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.conformance.tests.platform.origin,org.odpi.openmetadata.conformance.workbenches.platform,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.surveyaction.handlers,org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.automatedcuration.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.apacheatlas,org.odpi.openmetadata.contentpacks.core.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.repositoryservices.postgres.repositoryconnector,org.odpi.openmetadata.frameworks.connectors.properties.beans,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.postgres,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.resource,org.odpi.openmetadata.contentpacks.core.apachekafka,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.egeria,org.odpi.openmetadata.samples.archiveutilities.businesssystems,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.resource.jdbc,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.governanceactions.verification,org.odpi.openmetadata.frameworks.openmetadata.search,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer,org.odpi.openmetadata.frameworks.integration.context,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,org.odpi.openmetadata.frameworks.openmetadata.definitions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.contentpacks.core.digitalproducts,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.postgres,org.odpi.openmetadata.samples.archiveutilities.businesssystems,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.integration.context,org.odpi.openmetadata.frameworks.opengovernance.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.notificationmanager.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.viewservices.myprofile.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.unitycatalog,org.odpi.openmetadata.samples.archiveutilities.governanceengines,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.watchdogaction.handlers,org.odpi.openmetadata.frameworkservices.omf.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.baudot,org.odpi.openmetadata.frameworks.auditlog.messagesets,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.configuration.registration,org.odpi.openmetadata.viewservices.runtimemanager.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.configuration.registration,org.odpi.openmetadata.viewservices.datadesigner.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.frameworks.openmetadata.properties.schema.databases,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.client,org.odpi.openmetadata.frameworks.auditlog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.search,org.odpi.openmetadata.repositoryservices.rest.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.assetmanager.fvt.connections,org.odpi.openmetadata.frameworks.openmetadata.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors,org.odpi.openmetadata.repositoryservices.localrepository.repositoryconnector,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.omrstopic,org.odpi.openmetadata.repositoryservices.events.future,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.gaf.client,org.odpi.openmetadata.governanceservers.enginehostservices.enginemap,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform.catalog,org.odpi.openmetadata.frameworks.openmetadata.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.engineservices.governanceaction.handlers,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.samples.governanceactions.clinicaltrials.metadata,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.openapis.ffdc,org.odpi.openmetadata.frameworks.auditlog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.conformance.beans,org.odpi.openmetadata.conformance.tests.repository,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.watchdogaction.ffdc,org.odpi.openmetadata.frameworks.auditlog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.types,org.odpi.openmetadata.frameworkservices.gaf.converters,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.opengovernance.properties,org.odpi.openmetadata.frameworks.openwatchdog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.openlineage,org.odpi.openmetadata.frameworks.integration.context,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.wedgwood,org.odpi.openmetadata.frameworks.openmetadata.refdata,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.unitycatalog.properties,org.odpi.openmetadata.adapters.connectors.unitycatalog.resource.rest,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.conformance.tests.repository.types,org.odpi.openmetadata.conformance.workbenches.repository.listener,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.platformservices.client,org.odpi.openmetadata.utilities.serverops,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors.client,org.odpi.openmetadata.viewservices.securityofficer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors,org.odpi.openmetadata.viewservices.runtimemanager.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.admin,org.odpi.openmetadata.repositoryservices.enterprise.connectormanager,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors,org.odpi.openmetadata.frameworks.opengovernance,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.adapters.connectors.integration.basicfiles.ffdc.exception,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.digitalarchitecture.fvt.validvalues,org.odpi.openmetadata.frameworks.openmetadata.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.utilities,org.odpi.openmetadata.repositoryservices.localrepository.repositorycontentmanager,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.resources,LOW,LOW,UNRELATED or NORMAL
