source_package,target_package,WDS,DD,NWDS,FINAL_SCORE
org.odpi.openmetadata.frameworkservices.omf.converters,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,28,3,28.0,38.816242111356935
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.adminservices.registration,28,3,28.0,38.816242111356935
org.odpi.openmetadata.accessservices.assetmanager.samples.glossaryworkflow,org.odpi.openmetadata.frameworks.openmetadata.properties,56,1,56.0,38.816242111356935
org.odpi.openmetadata.frameworkservices.gaf.server,org.odpi.openmetadata.frameworkservices.omf.rest,28,3,28.0,38.816242111356935
org.odpi.openmetadata.adapters.connectors.apachekafka.integration,org.odpi.openmetadata.frameworks.opengovernance.properties,28,3,28.0,38.816242111356935
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.control,org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.executors,28,3,28.0,38.816242111356935
org.odpi.openmetadata.frameworkservices.gaf.converters,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.utilities,56,1,56.0,38.816242111356935
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.frameworks.connectors.controls,28,3,28.0,38.816242111356935
org.odpi.openmetadata.adapters.connectors.unitycatalog.sync,org.odpi.openmetadata.frameworks.openmetadata.properties.assets,28,3,28.0,38.816242111356935
org.odpi.openmetadata.viewservices.dataofficer.server,org.odpi.openmetadata.commonservices.multitenant,28,3,28.0,38.816242111356935
org.odpi.openmetadata.adapters.connectors.unitycatalog.survey,org.odpi.openmetadata.frameworks.connectors.controls,28,3,28.0,38.816242111356935
org.odpi.openmetadata.viewservices.privacyofficer.server,org.odpi.openmetadata.commonservices.multitenant,28,3,28.0,38.816242111356935
org.odpi.openmetadata.conformance.server,org.odpi.openmetadata.conformance.workbenches.platform,24,4,24.0,38.626509898418405
org.odpi.openmetadata.viewservices.multilanguage.server,org.odpi.openmetadata.commonservices.ffdc,24,4,24.0,38.626509898418405
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.frameworks.openmetadata.builders,24,4,24.0,38.626509898418405
org.odpi.openmetadata.governanceservers.integrationdaemonservices.listener,org.odpi.openmetadata.frameworks.openmetadata.search,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adapters.connectors.babbage,org.odpi.openmetadata.frameworks.connectors.ffdc,24,4,24.0,38.626509898418405
org.odpi.openmetadata.governanceservers.enginehostservices.admin,org.odpi.openmetadata.commonservices.ffdc,24,4,24.0,38.626509898418405
org.odpi.openmetadata.frameworkservices.gaf.admin,org.odpi.openmetadata.adminservices.registration,24,4,24.0,38.626509898418405
org.odpi.openmetadata.frameworkservices.omf.admin,org.odpi.openmetadata.frameworkservices.omf.server,24,4,24.0,38.626509898418405
org.odpi.openmetadata.metadatasecurity.server,org.odpi.openmetadata.metadatasecurity.properties,24,4,24.0,38.626509898418405
org.odpi.openmetadata.frameworkservices.gaf.admin,org.odpi.openmetadata.frameworkservices.gaf.server,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,org.odpi.openmetadata.frameworks.connectors.ffdc,24,4,24.0,38.626509898418405
org.odpi.openmetadata.frameworkservices.omf.admin,org.odpi.openmetadata.adminservices.registration,24,4,24.0,38.626509898418405
org.odpi.openmetadata.conformance.server,org.odpi.openmetadata.conformance.workbenches.repository,24,4,24.0,38.626509898418405
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.frameworks.openmetadata.properties.schema.tabular,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adapters.connectors.dynamicarchivers.glossary,org.odpi.openmetadata.adapters.connectors.dynamicarchivers,24,4,24.0,38.626509898418405
org.odpi.openmetadata.conformance.server,org.odpi.openmetadata.adminservices.ffdc.exception,24,4,24.0,38.626509898418405
org.odpi.openmetadata.frameworks.integration.connectors,org.odpi.openmetadata.frameworks.openmetadata.properties.softwarecapabilities,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.frameworks.openmetadata.properties.governance,24,4,24.0,38.626509898418405
org.odpi.openmetadata.platformchassis.springboot,org.odpi.openmetadata.adminservices.server,24,4,24.0,38.626509898418405
org.odpi.openmetadata.viewservices.lineagelinker.server.spring,org.odpi.openmetadata.viewservices.lineagelinker.server,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adapters.connectors.integration.jdbc,org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer,24,4,24.0,38.626509898418405
org.odpi.openmetadata.accessservices.itinfrastructure.samples.assetdeploy,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.infrastructure,24,4,24.0,38.626509898418405
org.odpi.openmetadata.viewservices.lineagelinker.server,org.odpi.openmetadata.tokencontroller,24,4,24.0,38.626509898418405
org.odpi.openmetadata.conformance.workbenches.repository,org.odpi.openmetadata.conformance.tests.repository.connector,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adapters.connectors.apachekafka.integration,org.odpi.openmetadata.frameworks.integration.controls,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adminservices.server,org.odpi.openmetadata.adminservices.properties,24,4,24.0,38.626509898418405
org.odpi.openmetadata.viewservices.dataofficer.server,org.odpi.openmetadata.commonservices.ffdc,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adminservices.store,org.odpi.openmetadata.frameworks.connectors,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adapters.connectors.integration.csvlineageimporter,org.odpi.openmetadata.frameworks.integration.controls,24,4,24.0,38.626509898418405
org.odpi.openmetadata.viewservices.privacyofficer.server,org.odpi.openmetadata.commonservices.ffdc,24,4,24.0,38.626509898418405
org.odpi.openmetadata.commonservices.repositoryhandler,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,24,4,24.0,38.626509898418405
org.odpi.openmetadata.viewservices.devopspipeline.server,org.odpi.openmetadata.commonservices.ffdc,24,4,24.0,38.626509898418405
org.odpi.openmetadata.viewservices.productcatalog.server,org.odpi.openmetadata.commonservices.ffdc,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration,org.odpi.openmetadata.frameworks.integration.controls,24,4,24.0,38.626509898418405
org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.server.spring,org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.server,24,4,24.0,38.626509898418405
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.servers,org.odpi.openmetadata.frameworks.connectors.ffdc,24,4,24.0,38.626509898418405
org.odpi.openmetadata.viewservices.governanceofficer.server,org.odpi.openmetadata.frameworks.openmetadata.ffdc,35,2,35.0,38.45143010338384
org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,org.odpi.openmetadata.frameworks.openmetadata.properties.glossaries,35,2,35.0,38.45143010338384
org.odpi.openmetadata.frameworks.openmetadata.properties,org.odpi.openmetadata.frameworks.openmetadata.properties.datadictionaries,35,2,35.0,38.45143010338384
org.odpi.openmetadata.viewservices.connectionmaker.server,org.odpi.openmetadata.frameworks.openmetadata.ffdc,35,2,35.0,38.45143010338384
org.odpi.openmetadata.adapters.connectors.secretsstore.yaml,org.odpi.openmetadata.adapters.connectors.secretsstore.yaml.ffdc,35,2,35.0,38.45143010338384
org.odpi.openmetadata.engineservices.repositorygovernance.handlers,org.odpi.openmetadata.engineservices.repositorygovernance.ffdc,35,2,35.0,38.45143010338384
org.odpi.openmetadata.engineservices.watchdogaction.handlers,org.odpi.openmetadata.engineservices.watchdogaction.ffdc,35,2,35.0,38.45143010338384
org.odpi.openmetadata.accessservices.communityprofile.fvt.clientconstructors,org.odpi.openmetadata.frameworks.auditlog,21,5,21.0,37.62694885378915
org.odpi.openmetadata.accessservices.assetmanager.fvt.errorhandling,org.odpi.openmetadata.frameworks.auditlog,21,5,21.0,37.62694885378915
org.odpi.openmetadata.samples.archiveutilities,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,21,5,21.0,37.62694885378915
org.odpi.openmetadata.frameworks.integration.connectors,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.metadatarepositories,21,5,21.0,37.62694885378915
org.odpi.openmetadata.frameworkservices.gaf.client,org.odpi.openmetadata.frameworks.opengovernance,21,5,21.0,37.62694885378915
org.odpi.openmetadata.accessservices.stewardshipaction.fvt.duplicateprocessing,org.odpi.openmetadata.frameworks.auditlog,21,5,21.0,37.62694885378915
org.odpi.openmetadata.accessservices.assetmanager.fvt.clientconstructors,org.odpi.openmetadata.frameworks.auditlog,21,5,21.0,37.62694885378915
org.odpi.openmetadata.adapters.repositoryservices.auditlogstore.postgres,org.odpi.openmetadata.adapters.connectors.resource.jdbc,21,5,21.0,37.62694885378915
org.odpi.openmetadata.adapters.connectors.dynamicarchivers,org.odpi.openmetadata.frameworks.openmetadata.refdata,21,5,21.0,37.62694885378915
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.frameworks.openmetadata.properties.security,27,3,27.0,37.42994775023705
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.frameworks.openmetadata.properties.digitalbusiness,27,3,27.0,37.42994775023705
org.odpi.openmetadata.viewservices.validmetadata.server.spring,org.odpi.openmetadata.frameworks.openmetadata.properties,27,3,27.0,37.42994775023705
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.adapters.connectors.unitycatalog.controls,27,3,27.0,37.42994775023705
org.odpi.openmetadata.viewservices.peopleorganizer.server.spring,org.odpi.openmetadata.commonservices.ffdc.rest,27,3,27.0,37.42994775023705
org.odpi.openmetadata.adapters.connectors.secretsstore.yaml,org.odpi.openmetadata.frameworks.connectors.controls,27,3,27.0,37.42994775023705
org.odpi.openmetadata.viewservices.productmanager.server.spring,org.odpi.openmetadata.commonservices.ffdc.rest,27,3,27.0,37.42994775023705
org.odpi.openmetadata.viewservices.notificationmanager.server.spring,org.odpi.openmetadata.commonservices.ffdc.rest,27,3,27.0,37.42994775023705
org.odpi.openmetadata.adapters.connectors.restclients.spring,org.odpi.openmetadata.frameworks.connectors.controls,34,2,34.0,37.352817814715735
org.odpi.openmetadata.contentpacks.core.postgres,org.odpi.openmetadata.samples.archiveutilities,34,2,34.0,37.352817814715735
org.odpi.openmetadata.frameworks.openmetadata.properties,org.odpi.openmetadata.frameworks.openmetadata.properties.feedback,34,2,34.0,37.352817814715735
org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets,org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets.controls,34,2,34.0,37.352817814715735
org.odpi.openmetadata.frameworkservices.gaf.handlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties,34,2,34.0,37.352817814715735
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.control,org.odpi.openmetadata.adapters.connectors.controls,34,2,34.0,37.352817814715735
org.odpi.openmetadata.viewservices.lineagelinker.server,org.odpi.openmetadata.frameworks.auditlog,23,4,23.0,37.01707198598431
org.odpi.openmetadata.adapters.connectors.apachekafka.resource,org.odpi.openmetadata.frameworks.connectors.ffdc,23,4,23.0,37.01707198598431
org.odpi.openmetadata.contentpacks.core.base,org.odpi.openmetadata.adapters.connectors.controls,23,4,23.0,37.01707198598431
org.odpi.openmetadata.accessservices.assetmanager.fvt.errorhandling,org.odpi.openmetadata.frameworks.openmetadata.properties.glossaries,23,4,23.0,37.01707198598431
org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.server,org.odpi.openmetadata.frameworks.auditlog,23,4,23.0,37.01707198598431
org.odpi.openmetadata.frameworks.connectors.controls,org.odpi.openmetadata.frameworks.openmetadata.definitions,23,4,23.0,37.01707198598431
org.odpi.openmetadata.accessservices.governanceprogram.fvt.errorhandling,org.odpi.openmetadata.frameworks.openmetadata.properties.externalreferences,23,4,23.0,37.01707198598431
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.frameworks.connectors,23,4,23.0,37.01707198598431
org.odpi.openmetadata.frameworks.connectors.client,org.odpi.openmetadata.frameworks.openmetadata.ffdc,33,2,33.0,36.25420552604762
org.odpi.openmetadata.viewservices.connectionmaker.server,org.odpi.openmetadata.frameworks.openmetadata.properties.connections,33,2,33.0,36.25420552604762
org.odpi.openmetadata.accessservices.governanceprogram.samples.leadership,org.odpi.openmetadata.frameworks.openmetadata.ffdc,33,2,33.0,36.25420552604762
org.odpi.openmetadata.frameworks.connectors.api,org.odpi.openmetadata.frameworks.openmetadata.ffdc,33,2,33.0,36.25420552604762
org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer.customization,org.odpi.openmetadata.adapters.connectors.integration.jdbc.controls,33,2,33.0,36.25420552604762
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.utilities,org.odpi.openmetadata.repositoryservices.ffdc,33,2,33.0,36.25420552604762
org.odpi.openmetadata.adapters.connectors.integration.openlineage,org.odpi.openmetadata.frameworks.openmetadata.enums,33,2,33.0,36.25420552604762
org.odpi.openmetadata.frameworkservices.gaf.server,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties,33,2,33.0,36.25420552604762
org.odpi.openmetadata.adapters.connectors.governanceactions.provisioning,org.odpi.openmetadata.frameworks.opengovernance.properties,26,3,26.0,36.04365338911715
org.odpi.openmetadata.accessservices.assetmanager.fvt.dataassets,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,26,3,26.0,36.04365338911715
org.odpi.openmetadata.governanceservers.enginehostservices.admin,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,52,1,52.0,36.04365338911715
org.odpi.openmetadata.frameworks.openmetadata.types,org.odpi.openmetadata.frameworks.openmetadata.properties.schema,52,1,52.0,36.04365338911715
org.odpi.openmetadata.accessservices.datamanager.fvt.databases,org.odpi.openmetadata.frameworks.openmetadata.properties,52,1,52.0,36.04365338911715
org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,org.odpi.openmetadata.adapters.connectors.restclients.spring,26,3,26.0,36.04365338911715
org.odpi.openmetadata.viewservices.automatedcuration.converters,org.odpi.openmetadata.frameworks.openmetadata.search,20,5,20.0,35.8351893845611
org.odpi.openmetadata.samples.governanceactions.clinicaltrials,org.odpi.openmetadata.adapters.connectors.datastore.csvfile,20,5,20.0,35.8351893845611
org.odpi.openmetadata.adapters.connectors.surveyaction.surveycsv,org.odpi.openmetadata.adapters.connectors.datastore.csvfile,20,5,20.0,35.8351893845611
org.odpi.openmetadata.adapters.connectors.organizationinsight.ffdc,org.odpi.openmetadata.frameworks.auditlog,22,4,22.0,35.407634073550206
org.odpi.openmetadata.engineservices.governanceaction.admin,org.odpi.openmetadata.frameworks.auditlog,22,4,22.0,35.407634073550206
org.odpi.openmetadata.serveroperations.client.rest,org.odpi.openmetadata.commonservices.ffdc.rest,22,4,22.0,35.407634073550206
org.odpi.openmetadata.engineservices.governanceaction.admin,org.odpi.openmetadata.governanceservers.enginehostservices.admin,22,4,22.0,35.407634073550206
org.odpi.openmetadata.engineservices.surveyaction.admin,org.odpi.openmetadata.frameworks.auditlog,22,4,22.0,35.407634073550206
org.odpi.openmetadata.frameworks.openmetadata.properties.governance.governanceactions,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes.actions,22,4,22.0,35.407634073550206
org.odpi.openmetadata.repositoryservices.admin,org.odpi.openmetadata.frameworks.openmetadata.ffdc,22,4,22.0,35.407634073550206
org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.client,org.odpi.openmetadata.frameworks.auditlog,22,4,22.0,35.407634073550206
org.odpi.openmetadata.engineservices.surveyaction.admin,org.odpi.openmetadata.governanceservers.enginehostservices.admin,22,4,22.0,35.407634073550206
org.odpi.openmetadata.platformservices.client,org.odpi.openmetadata.frameworks.auditlog,22,4,22.0,35.407634073550206
org.odpi.openmetadata.adapters.connectors.restclients.spring,org.odpi.openmetadata.adapters.connectors.restclients,22,4,22.0,35.407634073550206
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.frameworks.openmetadata.properties.projects,22,4,22.0,35.407634073550206
org.odpi.openmetadata.engineservices.repositorygovernance.admin,org.odpi.openmetadata.governanceservers.enginehostservices.admin,22,4,22.0,35.407634073550206
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform.survey,org.odpi.openmetadata.frameworks.opensurvey,22,4,22.0,35.407634073550206
org.odpi.openmetadata.frameworks.openmetadata.properties.dataprocessing,org.odpi.openmetadata.frameworks.openmetadata.properties.governance,22,4,22.0,35.407634073550206
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.adapters.connectors,22,4,22.0,35.407634073550206
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.utilities,org.odpi.openmetadata.frameworks.openmetadata.ffdc,22,4,22.0,35.407634073550206
org.odpi.openmetadata.engineservices.watchdogaction.admin,org.odpi.openmetadata.governanceservers.enginehostservices.admin,22,4,22.0,35.407634073550206
org.odpi.openmetadata.repositoryservices.clients,org.odpi.openmetadata.frameworks.connectors.ffdc,22,4,22.0,35.407634073550206
org.odpi.openmetadata.engineservices.repositorygovernance.admin,org.odpi.openmetadata.frameworks.auditlog,22,4,22.0,35.407634073550206
org.odpi.openmetadata.frameworks.openwatchdog.ffdc,org.odpi.openmetadata.frameworks.auditlog,22,4,22.0,35.407634073550206
org.odpi.openmetadata.frameworks.openmetadata.properties.assets.apis,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes,22,4,22.0,35.407634073550206
org.odpi.openmetadata.engineservices.watchdogaction.admin,org.odpi.openmetadata.frameworks.auditlog,22,4,22.0,35.407634073550206
org.odpi.openmetadata.frameworks.opengovernance.ffdc,org.odpi.openmetadata.frameworks.auditlog,22,4,22.0,35.407634073550206
org.odpi.openmetadata.frameworks.openmetadata.properties.digitalbusiness,org.odpi.openmetadata.frameworks.openmetadata.properties.lineage,22,4,22.0,35.407634073550206
org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,org.odpi.openmetadata.frameworks.openmetadata.enums,22,4,22.0,35.407634073550206
org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets.validmetadatavalues,org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets.ffdc,32,2,32.0,35.15559323737951
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.frameworks.openmetadata.properties.glossaries,32,2,32.0,35.15559323737951
org.odpi.openmetadata.frameworkservices.gaf.client,org.odpi.openmetadata.frameworkservices.gaf.ffdc,32,2,32.0,35.15559323737951
org.odpi.openmetadata.contentpacks.core.apacheatlas,org.odpi.openmetadata.samples.archiveutilities,32,2,32.0,35.15559323737951
org.odpi.openmetadata.adapters.connectors.integration.openapis,org.odpi.openmetadata.frameworks.openmetadata.properties.connections,18,6,18.0,35.02638268299564
org.odpi.openmetadata.frameworkservices.gaf.server,org.odpi.openmetadata.commonservices.repositoryhandler,25,3,25.0,34.657359027997266
org.odpi.openmetadata.adminservices.rest,org.odpi.openmetadata.adminservices.configuration.registration,25,3,25.0,34.657359027997266
org.odpi.openmetadata.adapters.connectors.resource.jdbc,org.odpi.openmetadata.frameworks.connectors.properties.beans,25,3,25.0,34.657359027997266
org.odpi.openmetadata.adapters.connectors.restclients.spring,org.odpi.openmetadata.frameworks.connectors.properties.beans,25,3,25.0,34.657359027997266
org.odpi.openmetadata.platformservices.server,org.odpi.openmetadata.serveroperations.properties,25,3,25.0,34.657359027997266
org.odpi.openmetadata.viewservices.automatedcuration.server,org.odpi.openmetadata.frameworks.connectors,25,3,25.0,34.657359027997266
org.odpi.openmetadata.governanceservers.enginehostservices.admin,org.odpi.openmetadata.frameworks.openmetadata.properties,25,3,25.0,34.657359027997266
org.odpi.openmetadata.serveroperations.client.rest,org.odpi.openmetadata.frameworks.openmetadata.ffdc,31,2,31.0,34.056980948711406
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestsurveys,org.odpi.openmetadata.frameworks.opensurvey.controls,31,2,31.0,34.056980948711406
org.odpi.openmetadata.governanceservers.enginehostservices.client,org.odpi.openmetadata.frameworks.openmetadata.ffdc,31,2,31.0,34.056980948711406
org.odpi.openmetadata.samples.archiveutilities.governanceengines,org.odpi.openmetadata.contentpacks.core,31,2,31.0,34.056980948711406
org.odpi.openmetadata.metadatasecurity.accessconnector,org.odpi.openmetadata.metadatasecurity,31,2,31.0,34.056980948711406
org.odpi.openmetadata.viewservices.feedbackmanager.server,org.odpi.openmetadata.frameworks.openmetadata.properties.feedback,31,2,31.0,34.056980948711406
org.odpi.openmetadata.frameworks.openmetadata.filelistener,org.odpi.openmetadata.frameworks.openmetadata.types,31,2,31.0,34.056980948711406
org.odpi.openmetadata.adapters.repositoryservices.rest.repositoryconnector,org.odpi.openmetadata.repositoryservices.ffdc,31,2,31.0,34.056980948711406
org.odpi.openmetadata.adapters.connectors.surveyaction.surveyfolder,org.odpi.openmetadata.frameworks.openmetadata.ffdc,31,2,31.0,34.056980948711406
org.odpi.openmetadata.fvt.utilities,org.odpi.openmetadata.fvt.utilities.auditlog,19,5,19.0,34.04342991533304
org.odpi.openmetadata.governanceservers.enginehostservices.registration,org.odpi.openmetadata.frameworks.auditlog,19,5,19.0,34.04342991533304
org.odpi.openmetadata.viewservices.runtimemanager.server,org.odpi.openmetadata.serveroperations.rest,19,5,19.0,34.04342991533304
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.control,org.odpi.openmetadata.frameworks.opensurvey.measurements,19,5,19.0,34.04342991533304
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.frameworks.openmetadata.properties.collections,19,5,19.0,34.04342991533304
org.odpi.openmetadata.serveroperations.server,org.odpi.openmetadata.adminservices.rest,19,5,19.0,34.04342991533304
org.odpi.openmetadata.engineservices.governanceaction.server,org.odpi.openmetadata.commonservices.ffdc.rest,19,5,19.0,34.04342991533304
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.frameworks.openmetadata.reports,19,5,19.0,34.04342991533304
org.odpi.openmetadata.governanceservers.enginehostservices.rest,org.odpi.openmetadata.governanceservers.enginehostservices.properties,19,5,19.0,34.04342991533304
org.odpi.openmetadata.frameworkservices.omf.rest,org.odpi.openmetadata.frameworks.openmetadata.properties.translations,19,5,19.0,34.04342991533304
org.odpi.openmetadata.serveroperations.rest,org.odpi.openmetadata.serveroperations.properties,19,5,19.0,34.04342991533304
org.odpi.openmetadata.engineservices.surveyaction.server,org.odpi.openmetadata.commonservices.ffdc.rest,19,5,19.0,34.04342991533304
org.odpi.openmetadata.repositoryservices.rest.properties,org.odpi.openmetadata.repositoryservices.connectors.stores.cohortregistrystore.properties,19,5,19.0,34.04342991533304
org.odpi.openmetadata.adapters.connectors.integration.kafkaaudit,org.odpi.openmetadata.frameworks.integration.properties,19,5,19.0,34.04342991533304
org.odpi.openmetadata.contentpacks.core.egeria,org.odpi.openmetadata.frameworks.openmetadata.definitions,19,5,19.0,34.04342991533304
org.odpi.openmetadata.engineservices.repositorygovernance.server,org.odpi.openmetadata.commonservices.ffdc.rest,19,5,19.0,34.04342991533304
org.odpi.openmetadata.viewservices.automatedcuration.properties,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,19,5,19.0,34.04342991533304
org.odpi.openmetadata.viewservices.solutionarchitect.server,org.odpi.openmetadata.frameworkservices.omf.rest,19,5,19.0,34.04342991533304
org.odpi.openmetadata.viewservices.dataengineer.server,org.odpi.openmetadata.commonservices.ffdc.rest,19,5,19.0,34.04342991533304
org.odpi.openmetadata.engineservices.watchdogaction.server,org.odpi.openmetadata.commonservices.ffdc.rest,19,5,19.0,34.04342991533304
org.odpi.openmetadata.viewservices.dataengineer.server,org.odpi.openmetadata.frameworks.connectors.client,21,4,21.0,33.7981961611161
org.odpi.openmetadata.frameworkservices.gaf.client,org.odpi.openmetadata.frameworks.connectors,21,4,21.0,33.7981961611161
org.odpi.openmetadata.adminservices.classifier,org.odpi.openmetadata.frameworks.openmetadata.ffdc,21,4,21.0,33.7981961611161
org.odpi.openmetadata.governanceservers.integrationdaemonservices.handlers,org.odpi.openmetadata.frameworks.openmetadata.enums,21,4,21.0,33.7981961611161
org.odpi.openmetadata.repositoryservices.auditlog,org.odpi.openmetadata.frameworks.auditlog.messagesets,21,4,21.0,33.7981961611161
org.odpi.openmetadata.adapters.connectors.dynamicarchivers,org.odpi.openmetadata.frameworks.connectors.ffdc,21,4,21.0,33.7981961611161
org.odpi.openmetadata.viewservices.automatedcuration.server,org.odpi.openmetadata.frameworks.connectors.client,21,4,21.0,33.7981961611161
org.odpi.openmetadata.frameworks.openwatchdog,org.odpi.openmetadata.frameworks.connectors.ffdc,21,4,21.0,33.7981961611161
org.odpi.openmetadata.adapters.connectors.governanceactions.watchdog,org.odpi.openmetadata.frameworks.connectors.ffdc,21,4,21.0,33.7981961611161
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.control,org.odpi.openmetadata.repositoryservices.ffdc.exception,21,4,21.0,33.7981961611161
org.odpi.openmetadata.adapters.connectors.postgres.tabulardatasource,org.odpi.openmetadata.frameworks.connectors.tabulardatasets,24,3,24.0,33.27106466687737
org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.server,org.odpi.openmetadata.frameworks.connectors.properties.beans,24,3,24.0,33.27106466687737
org.odpi.openmetadata.frameworkservices.gaf.rest,org.odpi.openmetadata.frameworks.openmetadata.properties,24,3,24.0,33.27106466687737
org.odpi.openmetadata.adapters.connectors.jacquard,org.odpi.openmetadata.frameworks.integration.context,24,3,24.0,33.27106466687737
org.odpi.openmetadata.viewservices.multilanguage.server,org.odpi.openmetadata.commonservices.multitenant,24,3,24.0,33.27106466687737
org.odpi.openmetadata.frameworkservices.gaf.server,org.odpi.openmetadata.frameworkservices.gaf.converters,24,3,24.0,33.27106466687737
org.odpi.openmetadata.adapters.connectors.datastore.csvfile,org.odpi.openmetadata.frameworks.openmetadata.definitions,24,3,24.0,33.27106466687737
org.odpi.openmetadata.accessservices.governanceprogram.samples.subjectareas,org.odpi.openmetadata.frameworks.openmetadata.search,24,3,24.0,33.27106466687737
org.odpi.openmetadata.engineservices.surveyaction.handlers,org.odpi.openmetadata.frameworkservices.gaf.client,24,3,24.0,33.27106466687737
org.odpi.openmetadata.adapters.connectors.integration.jdbc,org.odpi.openmetadata.frameworks.opengovernance.properties,24,3,24.0,33.27106466687737
org.odpi.openmetadata.viewservices.productcatalog.server,org.odpi.openmetadata.commonservices.multitenant,24,3,24.0,33.27106466687737
org.odpi.openmetadata.viewservices.devopspipeline.server,org.odpi.openmetadata.commonservices.multitenant,24,3,24.0,33.27106466687737
org.odpi.openmetadata.adapters.connectors.baudot,org.odpi.openmetadata.frameworks.openwatchdog.controls,24,3,24.0,33.27106466687737
org.odpi.openmetadata.repositoryservices.rest.server,org.odpi.openmetadata.commonservices.multitenant,48,1,48.0,33.27106466687737
org.odpi.openmetadata.adapters.connectors.apachekafka.integration,org.odpi.openmetadata.frameworks.auditlog,24,3,24.0,33.27106466687737
org.odpi.openmetadata.adapters.connectors.governanceactions.stewardship,org.odpi.openmetadata.frameworks.openmetadata.definitions,24,3,24.0,33.27106466687737
org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,org.odpi.openmetadata.frameworks.openmetadata.fileclassifier,17,6,17.0,33.08047253394032
org.odpi.openmetadata.frameworks.opengovernance,org.odpi.openmetadata.frameworks.opengovernance.connectorcontext,17,6,17.0,33.08047253394032
org.odpi.openmetadata.frameworks.integration.contextmanager,org.odpi.openmetadata.frameworks.integration.context,17,6,17.0,33.08047253394032
